ID	Tissue	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
TCGA-02-0338	Primary Solid Tumor	-0.00420258	-0.00351621	-0.000517445	-0.000695373	-0.000404128	-0.00286118	0.000218522	-0.00386268	0.000888312	-0.000607039	-0.00162135	-0.00144841	0.00498777	0.00284255	0.000955463	0.00160073	0.00122023	-0.00195011	-8.13221e-05	-0.000968263
TCGA-02-0339	Primary Solid Tumor	-0.00340755	-0.0036275	-0.00335374	1.42297e-05	0.00119257	-0.00328742	-0.0102389	-0.0055775	-0.00208813	-0.00573794	2.88516e-05	-0.00678309	0.00604727	0.00886909	0.00182081	0.00833737	0.00133509	-0.00489805	0.00462975	-0.00504076
TCGA-02-0422	Primary Solid Tumor	-0.00426807	-0.00401434	-0.00139448	6.08144e-05	0.00185082	-0.00243176	-0.00603248	-0.00493536	-0.00415571	-0.00148078	0.00142285	-0.00508553	0.00207457	0.00769014	0.00151333	0.00491813	0.00238692	-0.00689176	0.00691057	0.00735805
TCGA-02-0430	Primary Solid Tumor	-0.00428765	-0.00369882	-0.000796132	-0.00069342	0.00124397	-0.000785908	0.000509591	-0.00314926	-0.000793424	0.00246191	-0.00308992	0.00376365	0.00643338	0.000197878	-0.000258025	-0.0092118	0.00342499	-0.00254752	0.000583297	-0.000132275
TCGA-02-0432	Primary Solid Tumor	-0.00435914	-0.0036773	9.40034e-05	-0.000910591	0.00133206	-0.00177547	0.00333979	-0.00356246	-0.000565161	0.00169298	4.20886e-05	0.00100281	-0.000963122	-0.00258393	-0.000540351	-0.000728185	-0.00229993	0.0041267	0.000969158	0.0122503
TCGA-02-0439	Primary Solid Tumor	0.0487204	-0.00113347	-0.168941	-0.0697278	-0.00214495	0.0134465	0.159778	0.0169655	-0.127715	0.0678384	-0.0181908	-0.0565324	-0.0221844	0.0487075	-0.00926423	0.0285968	0.0202227	-0.0266389	-0.015322	-0.00974159
TCGA-02-0440	Primary Solid Tumor	-0.00373868	-0.00378693	-0.00414935	-0.00257197	0.00147357	-0.00103316	-0.0159718	-0.00629392	-0.0188424	-0.00366587	0.000392032	-0.00371638	0.00233836	0.0161635	0.00162746	0.00597423	-0.0022379	0.000435053	-0.00136138	0.00247256
TCGA-02-0446	Primary Solid Tumor	-0.0047946	-0.00359699	0.000564194	-0.000167096	0.00222345	-0.00365789	0.00306169	-0.00398174	0.00061246	-0.00123968	0.00409608	0.00413532	-0.0108374	0.000576755	0.00103545	-0.000621474	0.00360559	-0.0015992	0.00124939	0.0128604
TCGA-02-0451	Primary Solid Tumor	-0.00428075	-0.00354436	-0.000457197	-0.000719874	0.00113535	-0.00307886	0.00296769	-0.00408294	0.00077171	-0.000426737	-0.00155454	-0.00223415	0.0068009	0.000274845	0.000832279	-0.00115741	0.000895938	0.00114887	0.00485143	0.00867726
TCGA-02-0456	Primary Solid Tumor	0.020332	-0.00356371	0.00617056	0.000350743	0.000742297	-0.000933339	0.000428978	0.000537257	-0.000654685	0.000651127	-0.003341	-0.00620916	0.0011544	-0.00384591	0.0078568	-0.000371515	0.000106171	-0.0094003	0.00147586	0.0153328
TCGA-02-2466	Primary Solid Tumor	-0.00441988	-0.00363231	-6.67014e-05	-3.89908e-05	0.0012451	-0.00243806	0.000452793	-0.00343603	0.00235916	0.00519149	0.00314696	0.00298783	-0.0119443	0.000922957	-0.000366293	0.00202122	-0.00141771	0.00131427	-0.00281142	-0.0111023
